img_id le_x le_y re_x re_y n_x n_y lm_x lm_y rm_x rm_y
lfw/Michael_Schumacher/Michael_Schumacher_0002.jpg 107.435 111.371 145.956 113.292 124.602 144.838 110.611 163.341 138.218 164.648
lfw/Michael_Schumacher/Michael_Schumacher_0003.jpg 102.049 108.489 148.191 103.233 130.299 131.239 105.156 159.174 154.69 154.171
lfw/Michael_Schumacher/Michael_Schumacher_0004.jpg 102.039 110.952 151.601 112.111 132.444 144.535 108.065 175.785 144.943 176.171
lfw/Michael_Schumacher/Michael_Schumacher_0005.jpg 107.282 117.387 145.849 110.31 116.591 143.914 117.934 170.514 150.701 165.57
lfw/Michael_Schumacher/Michael_Schumacher_0006.jpg 108.355 111.156 145.434 110.604 127.883 143.786 110.425 158.672 138.453 158.801
lfw/Michael_Schumacher/Michael_Schumacher_0007.jpg 107.712 111.706 146.713 111.829 140.868 142.777 110.459 167.042 141.873 166.472
lfw/Michael_Schumacher/Michael_Schumacher_0008.jpg 108.023 110.075 152.635 115.846 135.644 137.209 105.895 155.952 147.191 160.493
lfw/Michael_Schumacher/Michael_Schumacher_0009.jpg 105.138 114.03 142.128 116.414 118.178 140.012 103.96 158.149 139.572 161.336
lfw/Michael_Schumacher/Michael_Schumacher_0010.jpg 104.636 110.454 141.982 111.366 124.926 136.578 109.752 161.312 136.379 162.424
lfw/Michael_Schumacher/Michael_Schumacher_0011.jpg 104.695 112.112 145.886 110.448 129.499 142.414 112.036 166.117 140.363 164.85
lfw/Michael_Schumacher/Michael_Schumacher_0012.jpg 101.094 106.475 145.866 106.541 128.747 140.328 106.819 165.223 140.553 164.722
lfw/Michael_Schumacher/Michael_Schumacher_0013.jpg 103.163 110.568 141.028 111.598 117.001 140.975 105.248 152.343 146.377 152.508
lfw/Michael_Schumacher/Michael_Schumacher_0014.jpg 99.6898 117.951 133.907 111.759 118.596 137.165 113.386 160.552 135.968 155.393
lfw/Michael_Schumacher/Michael_Schumacher_0015.jpg 109.632 115.682 143.599 111.73 131.492 141.041 115.584 159.19 143.815 155.853
lfw/Michael_Schumacher/Michael_Schumacher_0016.jpg 104.873 113.687 144.94 116.127 134.01 132.483 109.452 164.482 146.673 165.892
lfw/Michael_Schumacher/Michael_Schumacher_0017.jpg 103.225 112.559 146.156 109.179 128.169 138.164 109.995 161.905 144.618 159.291
lfw/Michael_Schumacher/Michael_Schumacher_0018.jpg 107.871 111.756 144.812 114.656 126.009 143.088 106.241 156.579 135.735 159.04
lfw/Paul_ONeill/Paul_ONeill_0001.jpg 103.38 110.734 146.344 112.121 133.488 139.003 104.662 160.643 140.991 161.819
lfw/Paul_ONeill/Paul_ONeill_0002.jpg 104.617 110.846 145.637 106.544 134.873 136.145 112.987 160.235 145.114 156.492
lfw/Paul_ONeill/Paul_ONeill_0003.jpg 101.44 109.344 144.938 115.186 125.011 135.531 103.307 158.335 135.769 162.715
lfw/Paul_ONeill/Paul_ONeill_0004.jpg 99.4471 111.121 148.85 112.653 133.613 137.855 105.6 168.219 144.813 168.848
lfw/Paul_ONeill/Paul_ONeill_0005.jpg 102.301 112.564 142.8 109.07 126.176 136.341 111.003 157.173 143.522 153.872
lfw/Paul_ONeill/Paul_ONeill_0006.jpg 108.329 111.287 145.305 113.614 133.892 134.473 110.141 155.904 139.324 157.77
lfw/Paul_ONeill/Paul_ONeill_0007.jpg 105.542 106.615 147.023 113.151 128.953 134.729 103.225 152.33 137.557 157.741
lfw/Paul_ONeill/Paul_ONeill_0008.jpg 106.944 113.702 141.074 110.672 128.825 132.119 114.876 155.251 141.453 153.309
lfw/Paul_ONeill/Paul_ONeill_0009.jpg 106.353 113.392 154.901 115.921 125.112 130.848 103.598 166.837 145.283 169.959
lfw/John_Manley/John_Manley_0001.jpg 110.903 109.478 147.935 116.341 126.269 134.739 107.404 154.974 134.424 160.815
lfw/John_Manley/John_Manley_0002.jpg 112.972 114.733 149.642 115.077 125.648 127.401 113.392 155.915 143.419 157.603
lfw/John_Manley/John_Manley_0003.jpg 105.665 114.584 148.546 109.1 137.799 133.834 113.433 160.37 149.876 154.756
lfw/John_Manley/John_Manley_0004.jpg 107.752 121.126 141.569 123.175 125.196 144.752 107.436 157.629 138.951 159.651
lfw/John_Manley/John_Manley_0005.jpg 106.538 117.284 143.45 108.458 128.066 132.338 119.528 157.323 149.53 152.383
lfw/John_Manley/John_Manley_0006.jpg 105.994 111.488 146.972 109.115 131.071 138.925 107.198 154.593 148.826 153.403
lfw/John_Manley/John_Manley_0007.jpg 110.78 112.541 151.27 112.771 124.534 137.585 110.337 162.299 145.539 164.497
lfw/Darren_Clarke/Darren_Clarke_0001.jpg 109.462 115.176 147.051 111.276 128.162 138.529 113.108 157.553 151.382 154.39
lfw/Darren_Clarke/Darren_Clarke_0002.jpg 112.123 105.546 150.775 108.639 131.268 137.301 109.116 148.322 143.556 151.979
lfw/Mstislav_Rostropovich/Mstislav_Rostropovich_0001.jpg 107.363 110.857 140.016 106.095 129.025 135.971 115.341 156.292 143.894 153.36
lfw/Larry_Ellison/Larry_Ellison_0001.jpg 106.857 115.858 141.053 111.683 135.644 132.982 115.144 160.346 148.554 155.24
lfw/Larry_Ellison/Larry_Ellison_0002.jpg 105.811 107.762 143.138 115.466 133.019 141.647 100.044 163.115 132.654 169.205
lfw/Larry_Ellison/Larry_Ellison_0003.jpg 107.075 108.026 147.079 112.882 128.196 138.408 107.004 158.283 139.901 161.665
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0001.jpg 101.443 115.126 150.496 108.486 131.678 138.615 109.006 159.64 156.084 152.445
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0002.jpg 104.389 109.186 145.541 111.023 119.751 133.616 107.269 152.39 143.201 153.566
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0003.jpg 105.825 112.872 145.175 109 128.033 127 113.14 151.254 145.818 148.096
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0004.jpg 106.352 112.275 151.231 107.426 133.348 139.101 113.559 155.638 152.299 150.998
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0005.jpg 107.99 113.273 149.935 114.872 120.288 139.472 109.65 159.882 143.797 161.229
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0006.jpg 99.3744 112.526 144.302 108.7 121.891 128.066 108.633 153.608 144.269 150.987
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0007.jpg 100.806 115.209 146.413 112.92 127.653 128.619 111.766 156.962 147.11 154.95
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0008.jpg 101.414 113.258 144.069 108.599 119.476 129.576 111.513 158.493 144.319 156.066
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0009.jpg 103.283 115.547 146.119 114.402 134.205 141.106 104.072 157.04 148.444 155.338
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0010.jpg 105.746 115.997 148.54 110.34 135.713 140.903 109.815 156.99 153.556 151.122
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0011.jpg 103.07 105.796 147.786 106.619 123.379 129.96 108.352 152.455 143.322 153.726
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0012.jpg 102.589 104.214 142.432 114.275 111.062 134.955 98.5192 144.883 134.534 153.142
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0013.jpg 104.797 112.637 146.292 111.055 134.43 135.208 110.522 159.471 144.87 157.777
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0014.jpg 105.252 112.373 149.963 108.547 123.672 129.379 111.158 158.153 145.953 156.522
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0015.jpg 106.162 115.825 143.818 105.92 135.907 129.481 119.343 154.781 151.826 146.045
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0016.jpg 107.935 115.884 148.93 110.341 136.198 138.744 108.784 154.723 151.425 150.104
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0017.jpg 103.84 115.379 147.9 111.63 129.103 137.544 110.731 158.328 150.307 155.287
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0018.jpg 102.637 115.542 146.788 112.981 124.482 128.331 109.212 153.488 143.918 151.502
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0019.jpg 106.029 117.171 143.191 110.184 127.827 137.009 114.64 154.106 151.068 147.737
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0020.jpg 102.902 111.803 149.762 111.925 128.075 140.648 103.433 153.804 151.12 153.878
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0021.jpg 105.375 116.221 148.435 113.644 131.232 135.847 112.518 159.64 147.875 156.919
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0022.jpg 105.259 115.432 146.159 111.967 128.587 128.45 115.076 157.575 145.587 155.887
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0023.jpg 105.97 110.169 149.741 108.892 131.895 132.009 113.883 155.163 146.096 153.961
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0024.jpg 107.971 109.26 145.983 111.935 127.9 126.911 111.711 150.147 141.462 151.98
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0025.jpg 98.8696 110.856 144.431 112.124 112.605 135.25 100.104 159.412 138.78 161.224
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0026.jpg 106.475 112.702 147.381 113.028 121.158 134.453 108.956 158.651 143.149 159.277
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0027.jpg 105.959 114.248 148.127 110.816 123.079 135.524 112.158 156.44 152.271 153.82
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0028.jpg 107.068 115.626 147.943 111.361 139.623 138.302 117.659 167.197 148.313 163.303
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0029.jpg 102.656 113.681 140.205 103.882 123.424 128.159 114.996 150.811 147.841 142.653
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0030.jpg 100.433 112.016 144.7 108.627 124.133 142.701 109.042 154.316 148.422 151.33
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0031.jpg 100.946 112.941 145.019 107.069 126.443 135.762 112.753 158.289 145.675 153.159
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0032.jpg 104.503 117.146 147.106 114.167 127.63 136.22 113.41 161.193 147.403 158.686
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0033.jpg 104.936 119.628 146.914 111.664 136.462 142.024 109.691 158.444 152.263 151.285
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0034.jpg 100.718 113.991 143.486 110.813 123.701 132.902 112.141 157.132 140.336 155.019
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0035.jpg 100.182 115.903 142.887 112.087 116.825 129.819 105.286 157.419 142.609 154.437
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0036.jpg 101.906 116.18 143.554 108.643 135.355 133.806 116.133 159.613 148.4 152.943
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0037.jpg 100.394 116.552 141.569 115.821 120.7 142.353 105.082 156.443 148.491 155.311
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0038.jpg 105.256 114.955 149.633 115.215 130.221 140.989 102.263 154.32 149.5 154.484
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0039.jpg 107.588 117.667 146.083 108.578 129.169 137.7 116.418 153.497 157.538 144.851
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0040.jpg 101.863 112.543 144.703 107.223 130.086 132.81 111.898 155.232 146.824 150.453
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0041.jpg 101.666 115.687 144.515 112.119 126.933 133.782 110.722 156.176 144.246 153.311
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0042.jpg 104.027 111.245 150.512 114.972 141.636 131.771 106.27 161.758 149.962 163.806
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0043.jpg 101.132 118.142 144.722 110.641 121.161 137.877 113.735 162.903 147.356 158.003
lfw/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0044.jpg 106.074 111.266 148.497 113.722 130.73 140.297 101.643 152.12 144.816 154.183
lfw/Paul_Lo_Duca/Paul_Lo_Duca_0001.jpg 107.255 117.365 145.034 109.101 136.135 133.611 123.448 163.053 152.872 157.555
lfw/Tiger_Woods/Tiger_Woods_0001.jpg 103.352 111.862 145.764 113.862 125.538 136.272 102.878 159.926 142.963 161.804
lfw/Tiger_Woods/Tiger_Woods_0002.jpg 100.736 113.232 144.628 111.072 132.244 140.631 99.9647 161.57 144.685 159.284
lfw/Tiger_Woods/Tiger_Woods_0003.jpg 106.469 112.608 145.874 112.301 129.882 135.134 102.912 154.237 148.23 154.039
lfw/Tiger_Woods/Tiger_Woods_0004.jpg 104.966 116.866 145.749 114.592 123.96 142.886 113.834 170.632 146.343 169.624
lfw/Tiger_Woods/Tiger_Woods_0005.jpg 111.155 117.307 148.317 112.46 139.354 142.293 114.268 163.525 152.899 158.525
lfw/Tiger_Woods/Tiger_Woods_0006.jpg 105.344 115.27 146.419 111.536 126.357 143.12 117.899 161.934 157.72 156.699
lfw/Tiger_Woods/Tiger_Woods_0007.jpg 103.17 110.784 146.839 112.458 132.05 132.897 107.962 162.573 144.599 164.069
lfw/Tiger_Woods/Tiger_Woods_0008.jpg 107.276 110.551 146.729 111.227 125.552 137.21 111.26 154.205 147.07 154.804
lfw/Tiger_Woods/Tiger_Woods_0009.jpg 101.904 113.027 146.903 109.433 123.327 136.912 105.73 156.732 154.223 153.138
lfw/Tiger_Woods/Tiger_Woods_0010.jpg 105.472 112.712 153.84 111.028 136.381 139.844 100.7 166.56 156.34 164.247
lfw/Tiger_Woods/Tiger_Woods_0011.jpg 97.0148 114.182 138.965 103.463 128.635 127.549 113.674 157.706 150.471 148.762
lfw/Tiger_Woods/Tiger_Woods_0012.jpg 100.557 104.988 146.615 99.884 128.566 135.367 110.964 158.353 149.52 153.72
lfw/Tiger_Woods/Tiger_Woods_0013.jpg 105.968 114.993 145.547 114.395 127.361 141.206 109.31 163.278 145.495 163.098
lfw/Tiger_Woods/Tiger_Woods_0014.jpg 106.636 103.34 148.653 108.347 125.016 133.096 103.451 154.052 141.943 158.417
lfw/Tiger_Woods/Tiger_Woods_0015.jpg 104.087 109.383 145.632 109.283 131.601 133.319 108.062 159.007 143.647 158.662
lfw/Tiger_Woods/Tiger_Woods_0016.jpg 105.164 111.119 154.583 107.956 124.997 137.678 109.135 167.274 152.087 166.098
lfw/Tiger_Woods/Tiger_Woods_0017.jpg 106.981 111.777 149.773 114.64 128.164 139.278 106.806 169.638 145.066 172.65
lfw/Tiger_Woods/Tiger_Woods_0018.jpg 99.7649 113.015 154.949 111.557 123.51 134.897 100.371 164.31 154.965 165.571
lfw/Tiger_Woods/Tiger_Woods_0019.jpg 100.475 113.134 151.2 110.319 128.812 140.406 112.192 172.085 149.931 170.63
lfw/Tiger_Woods/Tiger_Woods_0020.jpg 105.096 110.936 144.227 112.19 122.406 135.12 103.318 150.226 147.453 152.335
lfw/Tiger_Woods/Tiger_Woods_0021.jpg 102.299 114.579 143.072 111.261 125.746 135.367 105.119 157.232 148.018 154.271
lfw/Tiger_Woods/Tiger_Woods_0022.jpg 109.859 114.512 144.72 111.602 137.255 140.677 113.291 161.389 144.6 158.497
lfw/Tiger_Woods/Tiger_Woods_0023.jpg 85.8007 109.317 157.797 110.384 121.633 150.216 95.7985 197.047 156.68 197.524
lfw/Colin_Montgomerie/Colin_Montgomerie_0001.jpg 106.268 110.13 145.269 110.793 124.976 138.237 103.793 151.398 152.812 151.791
lfw/Colin_Montgomerie/Colin_Montgomerie_0002.jpg 105.16 115.144 138.934 111.781 123.767 135.454 110.551 156.379 143.224 152.901
lfw/Colin_Montgomerie/Colin_Montgomerie_0003.jpg 105.715 114.452 143.097 107.152 137.828 134.906 107.984 158.842 152.716 151.503
lfw/Colin_Montgomerie/Colin_Montgomerie_0004.jpg 100.307 103.434 133.33 103.974 123.29 117.034 109.848 141.138 138.098 139.826
lfw/Colin_Montgomerie/Colin_Montgomerie_0005.jpg 102.263 116.077 141.435 109.215 126.967 137.941 106.403 157.41 147.207 151.214
lfw/Fernando_Leon_de_Aranoa/Fernando_Leon_de_Aranoa_0001.jpg 103.705 114.745 142.977 113.694 118.737 141.131 109.875 159.399 142.179 158.966
lfw/Arminio_Fraga/Arminio_Fraga_0002.jpg 95.3284 112.022 141.746 108.566 109.138 148.43 108.205 172.328 147.986 171.241
lfw/Arminio_Fraga/Arminio_Fraga_0003.jpg 106.994 110.698 145.301 114.817 132.113 140.978 104.461 159.162 136.505 162.961
lfw/Arminio_Fraga/Arminio_Fraga_0004.jpg 107.286 111.043 146.525 113.955 130.978 140.636 103.99 156.806 138.81 160.281
lfw/Arminio_Fraga/Arminio_Fraga_0005.jpg 103.718 118.531 145.019 113.034 119.83 141.447 114.142 166.421 146.725 163.201
lfw/Arminio_Fraga/Arminio_Fraga_0006.jpg 100.99 118.386 140.754 108.894 131.214 137.66 117.805 162.445 148.531 155.092
lfw/Bob_Huggins/Bob_Huggins_0001.jpg 102.721 115.187 140.292 107.499 131.125 137.287 110.012 157.896 148.431 152.18
lfw/Bob_Huggins/Bob_Huggins_0002.jpg 107.826 112.929 145.341 114.736 135.807 136.427 107.097 157.187 144.484 159.202
lfw/Bob_Huggins/Bob_Huggins_0003.jpg 126.368 113.641 154.886 114.539 150.399 138.603 121.955 154.099 144.236 153.807
lfw/Bob_Huggins/Bob_Huggins_0004.jpg 108.628 110.392 143.491 110.672 130.319 138.41 108.239 156.654 136.795 157.807
lfw/Nelson_Mandela/Nelson_Mandela_0001.jpg 102.491 110.711 148.867 113.839 124.259 135.887 98.4861 156.253 151.165 160.069
lfw/Nelson_Mandela/Nelson_Mandela_0002.jpg 107.011 111.178 145.586 116.725 133.772 135.514 103.015 158.927 137.672 163.233
lfw/Nelson_Mandela/Nelson_Mandela_0003.jpg 102.178 112.897 146.843 112.997 127.574 138.705 104.288 159.551 146.703 158.677
lfw/Nelson_Mandela/Nelson_Mandela_0004.jpg 108.835 110.288 148.456 119.633 125.454 134.564 101.84 154.555 137.421 162.771
lfw/Gordon_Brown/Gordon_Brown_0001.jpg 102.002 114.238 141.925 111.465 118.982 138.21 110.894 160.607 139.547 159.511
lfw/Gordon_Brown/Gordon_Brown_0002.jpg 101.894 112.253 141.581 111.567 121.839 138.557 107.77 158.82 140.728 158.111
lfw/Gordon_Brown/Gordon_Brown_0003.jpg 111.531 111.448 145.321 116.118 127.06 138.47 108.187 153.065 138.436 157.426
lfw/Gordon_Brown/Gordon_Brown_0004.jpg 109.303 106.98 144.301 115.599 126.071 137.756 99.825 152.63 131.742 161.091
lfw/Gordon_Brown/Gordon_Brown_0005.jpg 103.319 114.122 135.199 110.186 111.011 133.592 109.324 157.536 136.546 155.614
lfw/Gordon_Brown/Gordon_Brown_0006.jpg 100.169 115.542 138.481 107.441 120.134 138.18 109.86 154.377 149.23 147.539
lfw/Gordon_Brown/Gordon_Brown_0007.jpg 105.126 112.922 143.091 108.835 129.319 133.627 107.167 150.086 144.557 146.225
lfw/Gordon_Brown/Gordon_Brown_0008.jpg 107.26 113.042 144.741 109.891 123.863 137.455 113.312 157.867 145.966 156.531
lfw/Gordon_Brown/Gordon_Brown_0009.jpg 107.358 108.698 142.592 116.228 115.899 136.051 102.596 152.473 133.015 158.838
lfw/Gordon_Brown/Gordon_Brown_0010.jpg 101.533 115.554 142.81 111.512 135.087 139.853 110.989 172.424 145.876 170.108
lfw/Gordon_Brown/Gordon_Brown_0011.jpg 109.654 114.169 145.049 114.028 136.025 136.09 108.195 157.497 146.364 158.976
lfw/Gordon_Brown/Gordon_Brown_0012.jpg 105.652 110.961 142.152 109.109 124.986 134.646 111.499 156.437 139.262 155.599
lfw/Gordon_Brown/Gordon_Brown_0013.jpg 106.234 113.351 143.709 111.241 126.963 129.437 115.407 156.131 141.846 155.488
lfw/Heath_Ledger/Heath_Ledger_0001.jpg 108.947 113.801 148.829 115.297 136.282 139.128 110.507 160.934 143.504 162.282
lfw/Heath_Ledger/Heath_Ledger_0002.jpg 105.683 105.934 144.402 106.651 127.827 131.535 105.398 144.373 140.774 144.73
lfw/Heath_Ledger/Heath_Ledger_0003.jpg 107.322 107.69 146.707 113.615 131.648 139.404 105.193 157.097 138.168 161.979
lfw/Heath_Ledger/Heath_Ledger_0004.jpg 107.607 108.731 147.731 111.309 127.149 134.074 104.406 151.136 144.53 154.221
lfw/Shannyn_Sossamon/Shannyn_Sossamon_0001.jpg 109.94 111.603 151.984 116.362 137.511 139.094 99.7975 153.016 144.173 157.146
lfw/Mike_Tyson/Mike_Tyson_0001.jpg 100.988 112.003 146.721 110.42 126.541 136.781 106.907 159.754 148.383 158.028
lfw/Mike_Tyson/Mike_Tyson_0002.jpg 104.86 109.86 149.734 109.244 127.672 138.374 104.481 148.564 152.732 148.859
lfw/Mike_Tyson/Mike_Tyson_0003.jpg 99.9898 111.184 149.967 109.915 124.37 138.178 104.479 164.476 152.748 162.624
lfw/Mike_Tyson/Mike_Tyson_0004.jpg 106.992 105.999 146.743 112.543 129.796 134.162 102.68 152.979 141.87 157.733
lfw/Edward_James_Olmos/Edward_James_Olmos_0001.jpg 107.167 114.172 139.728 114.33 114.232 137.315 108.611 156.68 141.896 158.252
lfw/Edward_James_Olmos/Edward_James_Olmos_0002.jpg 110.235 106.255 148.245 116.936 129.017 137.266 99.6604 147.66 138.067 158.478
lfw/Alex_Barros/Alex_Barros_0001.jpg 102.451 111.498 147.102 112.579 125.23 141.318 100.214 157.152 145.523 158.832
lfw/Alex_Barros/Alex_Barros_0002.jpg 96.1112 114.85 141.249 110.184 126.341 130.176 107.365 165.5 145.682 162.41
lfw/Daniela_Cicarelli/Daniela_Cicarelli_0001.jpg 102.063 106.07 144.547 109.847 115.304 132.245 99.1633 151.092 146.677 155.045
lfw/Herta_Daeubler-Gmelin/Herta_Daeubler-Gmelin_0001.jpg 105.068 112.628 146.75 113.568 132.685 134.71 107.224 157.662 145.455 158.435
lfw/Herta_Daeubler-Gmelin/Herta_Daeubler-Gmelin_0002.jpg 106.518 116.599 142.925 115.018 116.754 135.371 109.488 158.669 139.164 158.545
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0001.jpg 101.815 117.058 143.433 111.721 120.548 137.642 109.262 160.457 150.628 155.748
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0002.jpg 103.223 114.146 150.275 113.785 125.781 134.461 105.841 164.118 146.94 163.408
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0003.jpg 104.381 109.181 144.357 108.705 129.437 137.254 105.413 154.811 140.729 154.975
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0004.jpg 107.679 111.982 147.347 113.352 133.142 137.539 105.213 155.695 145.089 156.919
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0005.jpg 105.01 107.843 148.84 113.871 127.285 139.39 99.53 153.035 143.016 158.473
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0006.jpg 106.518 109.498 149.79 114.975 119.842 130.707 100.745 155.126 134.931 160.857
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0007.jpg 103.759 116.531 148.794 113.427 130.54 132.473 111.439 163.877 150.831 160.755
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0008.jpg 108.435 109.415 151.551 118.434 127.904 131.303 104.221 158.52 139.794 164.617
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0009.jpg 107.208 114.726 145.967 111.316 127.542 136.275 111.008 161.785 147.818 158.122
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0010.jpg 106.583 111.942 148.536 116.355 131.709 137.658 105.064 157.73 139.489 160.715
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0011.jpg 103.285 113.376 145.488 112.78 117.577 136.317 103.63 158.138 146.187 158.318
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0012.jpg 107.031 106.532 146.816 109.413 125.791 132.331 106.322 150.84 140.741 152.67
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0013.jpg 111.239 107.196 149.104 118.863 127.86 132.765 102.449 150.601 133.761 160.208
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0014.jpg 104.498 110.152 146.884 112.76 129.346 136.205 101.905 154.228 144.798 156.894
lfw/Gerhard_Schroeder/Gerhard_Schroeder_0015.jpg 108.748 111.354 149.138 112.323 134.542 133.839 107.887 156.831 145.199 158.198
