img_id left top width height
aligned_images_DB/Itzhak_Perlman/3/aligned_detect_3.599.jpg 92 119 125 126
aligned_images_DB/Jane_Rooney/2/aligned_detect_2.2597.jpg 105 119 126 126
aligned_images_DB/Tocker_Pudwill/2/aligned_detect_2.1773.jpg 122 134 105 105
aligned_images_DB/Tocker_Pudwill/2/aligned_detect_2.1759.jpg 111 122 105 105
aligned_images_DB/Tocker_Pudwill/2/aligned_detect_2.1760.jpg 111 122 105 105
aligned_images_DB/Tocker_Pudwill/2/aligned_detect_2.1772.jpg 122 134 105 105
aligned_images_DB/Hamad_Bin_Jassim/2/aligned_detect_2.971.jpg 111 111 105 105
aligned_images_DB/Hamad_Bin_Jassim/2/aligned_detect_2.960.jpg 111 122 105 105
aligned_images_DB/Hamad_Bin_Jassim/2/aligned_detect_2.959.jpg 111 122 105 105
aligned_images_DB/Hamad_Bin_Jassim/2/aligned_detect_2.978.jpg 105 119 126 126
aligned_images_DB/Hamad_Bin_Jassim/2/aligned_detect_2.977.jpg 105 119 126 126
aligned_images_DB/Hamad_Bin_Jassim/2/aligned_detect_2.972.jpg 111 111 105 105
aligned_images_DB/Fernando_Henrique_Cardoso/3/aligned_detect_3.1028.jpg 102 92 87 88
aligned_images_DB/Mary_Robinson/2/aligned_detect_2.37.jpg 105 119 126 126
aligned_images_DB/Cindy_Klassen/1/aligned_detect_1.5425.jpg 105 105 126 126
aligned_images_DB/Maria_Callas/2/aligned_detect_2.3728.jpg 119 119 126 126
aligned_images_DB/Maria_Callas/2/aligned_detect_2.2979.jpg 105 105 126 126
aligned_images_DB/Maria_Callas/2/aligned_detect_2.2990.jpg 105 105 126 126
aligned_images_DB/Alessandra_Cerna/0/aligned_detect_0.557.jpg 65 76 104 105
aligned_images_DB/Alessandra_Cerna/0/aligned_detect_0.559.jpg 76 76 105 105
aligned_images_DB/Paula_Zahn/4/aligned_detect_4.213.jpg 105 105 126 126
aligned_images_DB/Paula_Zahn/4/aligned_detect_4.212.jpg 92 105 125 126
aligned_images_DB/Paula_Zahn/4/aligned_detect_4.207.jpg 105 105 126 126
aligned_images_DB/Paula_Zahn/4/aligned_detect_4.209.jpg 105 119 126 126
aligned_images_DB/Paula_Zahn/4/aligned_detect_4.211.jpg 105 105 126 126
aligned_images_DB/Paula_Zahn/4/aligned_detect_4.210.jpg 92 105 125 126
aligned_images_DB/Colin_Jackson/5/aligned_detect_5.3864.jpg 102 112 87 87
aligned_images_DB/Colin_Jackson/5/aligned_detect_5.3863.jpg 112 121 87 88
aligned_images_DB/Norodom_Chakrapong/2/aligned_detect_2.2775.jpg 92 92 125 125
aligned_images_DB/Norodom_Chakrapong/2/aligned_detect_2.2747.jpg 93 93 151 151
aligned_images_DB/Norodom_Chakrapong/2/aligned_detect_2.2744.jpg 105 92 126 125
aligned_images_DB/Norodom_Chakrapong/2/aligned_detect_2.2745.jpg 105 105 126 126
aligned_images_DB/Norodom_Chakrapong/2/aligned_detect_2.2784.jpg 92 92 125 125
aligned_images_DB/Norodom_Chakrapong/2/aligned_detect_2.2785.jpg 92 92 125 125
aligned_images_DB/Barry_Alvarez/3/aligned_detect_3.1551.jpg 78 92 125 125
aligned_images_DB/Barry_Alvarez/2/aligned_detect_2.273.jpg 93 93 151 151
aligned_images_DB/Barry_Alvarez/2/aligned_detect_2.278.jpg 105 105 126 126
aligned_images_DB/James_Wolfensohn/2/aligned_detect_2.510.jpg 119 133 126 125
aligned_images_DB/James_Wolfensohn/2/aligned_detect_2.428.jpg 119 133 126 125
aligned_images_DB/Chin-Feng_Chen/2/aligned_detect_2.1665.jpg 111 111 105 105
aligned_images_DB/Elaine_Stritch/4/aligned_detect_4.414.jpg 101 109 73 73
aligned_images_DB/Danny_Glover/5/aligned_detect_5.930.jpg 111 122 105 105
aligned_images_DB/Oscar_Elias_Biscet/1/aligned_detect_1.1016.jpg 88 88 105 105
aligned_images_DB/Oscar_Elias_Biscet/5/aligned_detect_5.538.jpg 78 78 125 125
aligned_images_DB/Oscar_Elias_Biscet/5/aligned_detect_5.523.jpg 88 88 105 105
aligned_images_DB/Eriko_Tamura/3/aligned_detect_3.1529.jpg 99 111 105 105
aligned_images_DB/Eriko_Tamura/3/aligned_detect_3.1526.jpg 99 111 105 105
aligned_images_DB/Fidel_Castro_Daiz-Balart/1/aligned_detect_1.278.jpg 93 110 151 150
aligned_images_DB/Fidel_Castro_Daiz-Balart/1/aligned_detect_1.273.jpg 93 110 151 150
aligned_images_DB/Fidel_Castro_Daiz-Balart/1/aligned_detect_1.283.jpg 105 119 126 126
aligned_images_DB/Fidel_Castro_Daiz-Balart/1/aligned_detect_1.276.jpg 93 110 151 150
aligned_images_DB/Fidel_Castro_Daiz-Balart/1/aligned_detect_1.275.jpg 119 133 126 125
aligned_images_DB/Uzi_Landau/2/aligned_detect_2.1421.jpg 105 105 126 126
aligned_images_DB/Uzi_Landau/2/aligned_detect_2.1418.jpg 92 92 125 125
aligned_images_DB/Carson_Daly/4/aligned_detect_4.30.jpg 99 111 105 105
aligned_images_DB/Marcelo_Ebrard/3/aligned_detect_3.1028.jpg 134 145 105 105
aligned_images_DB/Frank_Keating/4/aligned_detect_4.80.jpg 110 110 150 150
aligned_images_DB/Frank_Keating/4/aligned_detect_4.60.jpg 92 92 125 125
aligned_images_DB/Ted_Maher/3/aligned_detect_3.5227.jpg 92 92 125 125
aligned_images_DB/Laurence_Fishburne/4/aligned_detect_4.2618.jpg 131 140 87 88
aligned_images_DB/Tiago_Splitter/0/aligned_detect_0.214.jpg 119 119 126 126
aligned_images_DB/Tiago_Splitter/0/aligned_detect_0.219.jpg 88 88 105 105
aligned_images_DB/Tiago_Splitter/0/aligned_detect_0.216.jpg 105 119 126 126
aligned_images_DB/Tiago_Splitter/0/aligned_detect_0.222.jpg 99 99 105 105
aligned_images_DB/Tiago_Splitter/0/aligned_detect_0.178.jpg 88 88 105 105
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.517.jpg 76 88 105 105
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.431.jpg 105 119 126 126
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.516.jpg 99 111 105 105
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.511.jpg 88 88 105 105
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.506.jpg 105 119 126 126
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.430.jpg 105 119 126 126
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.510.jpg 88 88 105 105
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.515.jpg 99 111 105 105
aligned_images_DB/Aaron_Tippin/0/aligned_detect_0.505.jpg 105 119 126 126
aligned_images_DB/Elias_Attallah/3/aligned_detect_3.1906.jpg 99 111 105 105
aligned_images_DB/Elias_Attallah/0/aligned_detect_0.35.jpg 83 92 87 88
aligned_images_DB/Elias_Attallah/0/aligned_detect_0.36.jpg 83 92 87 88
aligned_images_DB/Olympia_Dukakis/1/aligned_detect_1.434.jpg 105 119 126 126
aligned_images_DB/Olympia_Dukakis/1/aligned_detect_1.433.jpg 105 119 126 126
aligned_images_DB/Edward_Seaga/2/aligned_detect_2.1353.jpg 105 119 126 126
aligned_images_DB/Edward_Seaga/2/aligned_detect_2.1352.jpg 122 122 105 105
aligned_images_DB/Edward_Seaga/2/aligned_detect_2.1354.jpg 119 133 126 125
aligned_images_DB/Saied_Hadi_al_Mudarissi/0/aligned_detect_0.2395.jpg 99 111 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.104.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.92.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.77.jpg 92 105 125 126
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.83.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.97.jpg 99 111 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.96.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.99.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.89.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.90.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.103.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.98.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.100.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.86.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.84.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.108.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.88.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.75.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.91.jpg 99 111 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.78.jpg 92 105 125 126
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.95.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.87.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.76.jpg 111 122 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.106.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.102.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.82.jpg 99 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.133.jpg 99 111 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.105.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.85.jpg 88 99 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.80.jpg 99 111 105 105
aligned_images_DB/Lindsey_Graham/0/aligned_detect_0.74.jpg 88 99 105 105
